date,Close,High,Low,Open
2000-09-08,7367.95654296875,7494.63565120403,7360.46634284414,7457.82576093062
2000-09-11,7335.16650390625,7379.81620116794,7295.8463720089,7297.74626562619
2000-09-13,7391.6259765625,7407.74553093017,7153.19690330338,7279.3262028802
2000-09-14,7152.25732421875,7367.23632136098,7144.08743971328,7348.77644486004
2000-09-15,7155.41748046875,7364.42629049744,7120.27750441132,7159.97702993481
2000-09-18,6910.1083984375,7026.23774786532,6902.50833568851,6990.44787318651
2000-09-19,6734.86865234375,6950.00779081021,6712.16905063936,6811.68860839677
2000-09-20,6880.05810546875,6910.87827579274,6720.30884240541,6843.91862374569
2000-09-21,6920.8681640625,6946.8079865118,6774.43914806861,6818.9286901386
2000-09-22,6612.0595703125,6780.23897608122,6600.06987911377,6737.50919125158
2000-09-25,6677.42919921875,6726.71901121193,6550.17978543398,6618.12966771356
2000-09-26,6748.99853515625,6780.6487792306,6491.30978693049,6647.90915948207
2000-09-27,6717.0087890625,6840.34805899277,6668.03880204518,6706.41899458013
2000-09-28,6564.83984375,6799.58876121686,6564.83984375,6744.75893593692
2000-09-29,6432.330078125,6589.78930994136,6425.55032436267,6571.58968718418
2000-10-02,6024.0419921875,6248.09125001308,6014.84232766016,6165.61165061318
2000-10-03,6143.412109375,6214.50163106199,5907.01327800932,5943.76311151837
2000-10-04,5997.89208984375,5997.89208984375,5946.92259979508,5989.42240258316
2000-10-05,6029.6220703125,6047.75186943996,5904.95272389664,5932.762654123
2000-10-06,6353.64013671875,6367.36028724396,6037.51173588093,6037.51173588093
2000-10-09,6209.39111328125,6338.4906119778,6203.44143385366,6336.27040743474
2000-10-11,6040.52197265625,6070.40220607521,6013.50207762063,6070.40220607521
2000-10-12,5804.9833984375,5981.64275227172,5763.78387854123,5850.23319290551
2000-10-13,5876.0830078125,5876.0830078125,5482.95492171373,5577.83437089858
2000-10-16,5630.9248046875,6161.13237484515,5602.69495151109,6060.41261416084
2000-10-17,5702.33447265625,5742.65460562392,5511.97545698126,5511.97545698126
2000-10-18,5432.205078125,5626.71444036039,5427.4350804604,5606.50408379006
2000-10-19,5081.25634765625,5284.3154696316,5074.41653545516,5261.91567060783
2000-10-20,5404.7548828125,5407.03514574372,5241.54567385949,5241.54567385949
2000-10-23,5608.9248046875,5718.14403683357,5539.94513647769,5644.70442787563
2000-10-24,5918.6025390625,5933.39250979582,5645.02372486267,5701.1235633395
2000-10-25,6023.751953125,6035.14203721722,5898.94295947765,5914.34279066831
2000-10-26,5941.82275390625,6011.02214248795,5909.32290346773,5937.19289239997
2000-10-27,5805.1435546875,6003.35261535175,5804.89355582301,5991.80286312367
2000-10-30,5659.0546875,5666.93453495779,5615.87470545548,5644.23444149438
2000-10-31,5544.1552734375,5626.00451517526,5502.64520597949,5530.77496244328
2000-11-01,5424.9951171875,5570.55450762028,5400.23497693767,5552.2743180943
2000-11-02,5626.0546875,5629.98435726523,5381.39563540675,5385.51573400007
2000-11-03,5796.05419921875,5813.41398498998,5663.71494635265,5723.32454348194
2000-11-06,5657.45458984375,5708.74439871787,5609.11496304173,5679.06435614049
2000-11-07,5877.7431640625,5877.7431640625,5720.86399803252,5721.85373960413
2000-11-08,6067.912109375,6164.59184170992,5888.98275429901,5926.37271951912
2000-11-09,6089.52197265625,6089.52197265625,5926.61304925929,6025.13261850893
2000-11-10,6088.71240234375,6126.06184099123,6018.42268458163,6039.16233587264
2000-11-13,5793.494140625,5878.61387759192,5748.40449828551,5878.61387759192
2000-11-14,5772.48388671875,5855.25353518132,5721.66429033183,5746.97423545732
2000-11-15,5736.994140625,5942.03325478016,5695.98407171035,5896.61353778816
2000-11-16,5454.10498046875,5581.90468992979,5436.82527420816,5553.97464167151
2000-11-17,5351.3359375,5367.62590373019,5168.94710452155,5264.90663642473
2000-11-20,4845.1875,5036.59676893003,4841.64747734806,4994.70682640137
2000-11-21,5102.9765625,5102.9765625,4760.65831051736,4770.757873506
2000-11-22,5130.5859375,5293.86544950597,5113.19637015635,5128.9560622882
2000-11-23,5146.89599609375,5148.27587249178,5032.17680281312,5057.27629551101
2000-11-24,5419.96533203125,5423.40525763256,5218.15620066121,5218.15620066121
2000-11-27,5433.7548828125,5526.10455723962,5384.01536466988,5510.77454937048
2000-11-28,5362.2353515625,5410.975364026,5337.39562090689,5388.65564142813
2000-11-29,5319.43603515625,5386.3356365987,5266.11645075855,5275.35615529391
2000-11-30,5256.90625,5371.98531608388,5223.2862858272,5323.67596564194
2000-12-01,5342.0361328125,5342.0361328125,5163.20685562371,5172.99685083902
2000-12-04,5173.99609375,5243.02555969768,5168.88625409786,5239.79559416505
2000-12-05,5199.17626953125,5241.14580295664,5102.65669416772,5139.50613396746
2000-12-06,5170.59619140625,5366.76520555287,5164.40627864244,5323.17556350422
2000-12-07,5212.7060546875,5216.19627304276,5131.91638644122,5131.91638644122
2000-12-08,5252.80615234375,5269.59611493037,5186.32647468043,5216.33610361586
2000-12-11,5284.38623046875,5300.27580696402,5237.16622942001,5283.78613552951
2000-12-12,5380.0654296875,5403.11561805739,5320.58571913022,5320.58571913022
2000-12-13,5384.33544921875,5397.26556637128,5332.49584052384,5380.3154479153
2000-12-14,5320.13623046875,5350.23570448003,5274.12618347944,5350.23570448003
2000-12-15,5224.71630859375,5264.15606939171,5202.01621723281,5256.06577440871
2000-12-18,5055.1767578125,5127.70620669783,5022.31655860094,5116.04610450798
2000-12-19,5040.2265625,5044.04636895631,4957.24696789372,5004.57682593068
2000-12-20,4947.86767578125,4998.32740765586,4919.17786461293,4966.7772579096
2000-12-21,4817.1982421875,4834.73771296607,4797.24813787329,4834.73771296607
2000-12-22,4811.1982421875,4888.32777275082,4728.38856178408,4765.07833562879
2000-12-26,4721.3388671875,4880.38845285264,4711.35893110016,4871.83819790742
2000-12-27,4614.60888671875,4663.62868321393,4602.92925236013,4663.62868321393
2000-12-28,4797.1181640625,4797.1181640625,4555.88928851528,4581.03907566328
2000-12-29,4743.91845703125,4813.61833668522,4728.40876164694,4797.05835308873
2001-01-02,4935.25732421875,4945.06733816597,4677.97870996778,4717.46876461889
2001-01-03,4894.767578125,4970.42738718993,4831.09794841496,4843.51781329812
2001-01-04,5136.10595703125,5169.1058033064,5028.29640065219,5028.29640065219
2001-01-05,5295.505859375,5298.40623689572,5117.60676080242,5152.98648376475
2001-01-08,5188.48583984375,5368.74526251568,5188.48583984375,5248.07589708603
2001-01-09,5376.095703125,5376.095703125,5206.47635621719,5206.47635621719
2001-01-10,5436.7548828125,5476.8748162359,5350.0453190368,5406.10512085597
2001-01-11,5369.2158203125,5531.17504481422,5348.31552472207,5475.56494611331
2001-01-12,5339.3759765625,5423.16564016293,5288.76634006339,5404.32588083402
2001-01-15,5379.6357421875,5380.46581654543,5254.80623056842,5292.72598035461
2001-01-16,5662.91455078125,5665.95457621329,5399.67598496166,5399.67598496166
2001-01-17,5769.92431640625,5805.23372835117,5652.49466731317,5702.8445391433
2001-01-18,5847.88330078125,5892.50272477993,5734.46389976671,5803.49336791617
2001-01-29,5680.03466796875,5933.65365144055,5680.03466796875,5850.67404190336
2001-01-30,5792.47412109375,5792.47412109375,5577.84519717406,5685.16454192459
2001-01-31,5936.1728515625,5992.40257302069,5821.86331951192,5853.59315382376
2001-02-01,5897.9033203125,5975.02259806441,5850.96359264125,5927.22301102719
2001-02-02,6049.23193359375,6103.07201791109,5958.75236941422,5958.75236941422
2001-02-05,5932.392578125,6012.40246324745,5867.76299320499,6012.40246324745
2001-02-06,5849.033203125,6042.69247020063,5828.30331783622,5905.57298258865
2001-02-07,5693.5546875,5781.17441394398,5685.5644887576,5738.63456458956
2001-02-08,5758.57421875,5763.11423740976,5653.8344550732,5693.60429587966
2001-02-09,5809.8134765625,5893.37315593001,5742.42413396398,5782.39367912918
2001-02-12,5847.04296875,5894.242947273,5795.65355634408,5807.58318905127
2001-02-13,6027.46240234375,6027.46240234375,5917.60255806316,5921.99267451038
2001-02-14,5887.6533203125,6097.26222750052,5881.0132138814,6060.86249118761
2001-02-15,6104.21240234375,6104.21240234375,5945.03295233794,5963.04263584816
2001-02-16,6045.64208984375,6198.1916805273,5997.60227193985,6156.3315216744
2001-02-19,5937.2724609375,5991.26244666488,5846.04290062098,5921.15290626889
2001-02-20,5971.2626953125,6079.59227737207,5946.32286811131,5992.7127924002
2001-02-21,5949.9326171875,5957.75240546932,5863.1131919596,5920.92298488034
2001-02-22,5759.01416015625,5885.64347394286,5733.3243341907,5885.64347394286
2001-02-23,5726.90478515625,5778.0744801669,5678.20480575845,5727.00439408963
2001-02-26,5715.99462890625,5789.14420631731,5708.14456612022,5746.62437566047
2001-02-27,5674.66455078125,5805.37392687489,5660.11481119486,5787.9941218263
2001-03-01,5499.8349609375,5584.43467554022,5478.62509603476,5581.92492127898
2001-03-02,5499.51513671875,5561.35470045314,5471.59534126732,5536.1648731089
2001-03-05,5609.71484375,5610.8745064699,5472.98499386503,5506.5751738608
2001-03-06,5635.03466796875,5736.29397733442,5626.84476346499,5689.61450016517
2001-03-07,5777.10400390625,5793.73381222446,5735.76434533989,5735.76434533989
2001-03-08,5710.99462890625,5794.31408269338,5697.6445906032,5794.31408269338
2001-03-09,5680.40478515625,5683.08446067847,5632.23459031412,5655.89464080696
2001-03-12,5582.64501953125,5615.79477400485,5556.04504052876,5578.66505681581
2001-03-13,5610.37451171875,5646.83430765176,5498.53517411512,5509.76510376107
2001-03-14,5658.1845703125,5703.49442558211,5642.23444657483,5683.85437699641
2001-03-15,5742.71435546875,5746.98386747867,5600.634917609,5656.39443195993
2001-03-16,5783.904296875,5846.36397834933,5749.45425570222,5749.45425570222
2001-03-19,5641.86474609375,5791.35381942749,5629.09478403239,5782.99399376876
2001-03-20,5642.6748046875,5717.1842350387,5624.27449685928,5693.02418750287
2001-03-21,5623.39453125,5684.32443192193,5602.11484217533,5602.11484217533
2001-03-22,5730.9248046875,5735.71482252802,5647.41492076833,5647.41492076833
2001-03-23,5800.52392578125,5836.14388405111,5790.26420592976,5801.54394076173
2001-03-26,5896.29296875,5906.14302154284,5810.63369092809,5848.60324455309
2001-03-27,5884.30322265625,5981.28276051848,5871.08306814818,5943.88302886399
2001-03-28,5819.36376953125,5922.78322281892,5816.36378312401,5907.50301861511
2001-03-29,5833.85302734375,5846.60296865087,5787.09347697094,5812.57334014608
2001-03-30,5797.89404296875,5865.45380000945,5772.36437176422,5863.55390614588
2001-04-02,5607.70458984375,5797.82384620724,5596.15483745134,5797.82384620724
2001-04-03,5446.794921875,5538.06452412838,5439.37503392318,5521.96498835926
2001-04-04,5405.8251953125,5455.49488838029,5345.57547285742,5386.56503012966
2001-04-06,5515.10498046875,5584.11492277453,5508.78518478576,5570.68480763426
2001-04-09,5401.80517578125,5476.7247522767,5391.06499091855,5476.7247522767
2001-04-10,5353.47607421875,5506.07548987695,5349.11623042254,5432.93568003499
2001-04-11,5467.72509765625,5474.14499029233,5362.40575310655,5470.64500623275
2001-04-12,5533.1953125,5563.48472696266,5503.08509644961,5521.9053242485
2001-04-13,5495.4453125,5601.46485160885,5492.27491671025,5592.27446356715
2001-04-16,5432.2548828125,5490.39475300859,5409.02500883329,5490.39475300859
2001-04-17,5431.92529296875,5458.7049553552,5391.22528424306,5404.73498793361
2001-04-18,5508.5849609375,5523.69524419181,5472.76529864664,5479.44544422934
2001-04-19,5608.474609375,5683.60415206186,5602.76467428746,5682.43423548329
2001-04-20,5596.6044921875,5645.08425271371,5590.84475269324,5645.08425271371
2001-04-23,5597.6748046875,5612.66448278922,5562.64469014392,5607.43452604315
2001-04-24,5589.314453125,5644.65453376241,5567.40488468503,5569.59481614306
2001-04-25,5516.17529296875,5601.32481091163,5500.94538125425,5594.16468698546
2001-04-26,5518.705078125,5548.64488443228,5461.47535589694,5542.36512761251
2001-04-27,5416.64501953125,5509.29449593069,5416.01513961454,5505.58455204919
2001-04-30,5381.6455078125,5469.63534301789,5371.78568926073,5430.56520776121
2001-05-02,5304.21630859375,5502.50496495239,5267.01628107978,5469.92552206505
2001-05-03,5405.51513671875,5405.51513671875,5264.93570622071,5287.69585527459
2001-05-04,5244.02587890625,5436.50498119228,5211.67641712513,5384.27523902087
2001-05-07,5229.90625,5316.76571591646,5200.72620771164,5278.8860063961
2001-05-08,5176.68603515625,5256.76574316617,5105.34652112561,5214.22590071574
2001-05-09,5232.6162109375,5248.26604172347,5166.36651385973,5195.01628520435
2001-05-10,5122.14599609375,5215.52544272653,5117.11623443175,5215.52544272653
2001-05-11,5232.6962890625,5251.36612557225,5033.53704344065,5110.88678742588
2001-05-14,5176.42626953125,5212.01594878342,5144.1461452946,5161.22614447472
2001-05-15,5158.76611328125,5210.33569832602,5142.86628467913,5166.94625112393
2001-05-16,5081.99658203125,5148.5763530991,5081.11670327664,5146.99628226118
2001-05-17,5143.416015625,5175.50571010241,5090.83618208718,5112.20619986713
2001-05-18,5111.646484375,5180.88640127684,5094.55671898358,5180.88640127684
2001-05-21,4958.5869140625,5079.69670510743,4902.19752660508,5079.69670510743
2001-05-22,4991.45703125,5049.01682520112,4973.03719406387,4991.64697178296
2001-05-23,5209.9462890625,5209.9462890625,4963.43716720695,4998.65722030867
2001-05-24,5226.76611328125,5246.76602173068,5172.02612948124,5193.84634209814
2001-05-25,5170.05615234375,5229.76583695913,5165.27590102811,5206.20588739519
2001-05-28,5079.69677734375,5141.35616081879,5073.12649515875,5123.87626100153
2001-05-29,5095.236328125,5174.78625517325,5086.2764084021,5086.2764084021
2001-05-30,5057.04638671875,5103.62624896368,5048.95658046195,5078.88661752878
2001-05-31,5048.83642578125,5094.53640894718,5012.25651746599,5014.90689578751
2001-06-01,5013.9365234375,5096.40635277844,4991.29649254891,5090.63636021885
2001-06-04,4985.0869140625,5012.1170630647,4944.95721599005,5012.1170630647
2001-06-05,5065.03662109375,5065.03662109375,4991.4769028837,5016.23655393809
2001-06-06,5220.416015625,5234.09612870868,5129.4564715658,5129.4564715658
2001-06-07,5153.326171875,5177.44617707852,5126.27600449434,5172.6659258347
2001-06-08,5226.255859375,5282.79563959858,5206.24618535422,5231.14597370682
2001-06-11,5271.27587890625,5271.27587890625,5198.41634632696,5211.67654004654
2001-06-12,5266.21630859375,5298.66586819827,5244.71640627336,5247.3960815989
2001-06-13,5209.68603515625,5318.68553456981,5205.00588086888,5270.13595284904
2001-06-14,5119.16650390625,5200.47619023319,5091.49670871414,5179.37618918081
2001-06-15,5158.60595703125,5158.60595703125,5080.776239883,5080.776239883
2001-06-18,5070.49658203125,5132.57637320307,5052.22664694964,5132.49629544822
2001-06-19,5039.95654296875,5089.5461561103,5030.48637216449,5073.32650497466
2001-06-20,5029.61669921875,5074.06619911987,5025.05666187431,5038.8666561149
2001-06-21,4984.85693359375,5066.14659841596,4965.83700162621,5044.17697299693
2001-06-22,4904.3173828125,4985.35705072714,4884.88778429675,4957.16723842542
2001-06-26,4785.09814453125,4948.41721880637,4784.64795128599,4932.12725454563
2001-06-27,4825.2578125,4871.71805015392,4773.85814421364,4822.64796110317
