date,Close,High,Low,Open
2000-01-04,8756.509765625,8803.57009731706,8642.46048242683,8644.87062765646
2000-01-05,8849.830078125,8867.63956786248,8667.98031492579,8690.56029089277
2000-01-06,8921.9892578125,9023.94875002804,8833.86954572357,8900.51865339085
2000-01-07,8849.830078125,8940.72908093544,8739.39014809808,8853.3896323331
2000-01-10,9102.5576171875,9125.97743102152,8891.74901938345,8941.88843651631
2000-01-11,8926.9892578125,9332.47665258714,8890.40934775624,9254.13716877293
2000-01-12,9144.6083984375,9144.6083984375,8937.26853023298,8964.73910721265
2000-01-13,9107.1484375,9237.80701473334,9095.30767178413,9215.71727283702
2000-01-14,9023.19921875,9236.80762277707,8967.51880778696,9219.32821004354
2000-01-17,9315.3876953125,9384.47722761861,9230.34803959434,9256.52858563938
2000-01-18,9250.1484375,9353.84718549677,9210.31854018772,9353.84718549677
2000-01-19,9151.3984375,9335.68763093148,9136.71784080102,9255.65772471992
2000-01-20,9136.908203125,9211.29750967774,9077.65847542999,9175.22736295202
2000-01-21,9255.8984375,9305.2273152671,9183.51790650121,9183.51790650121
2000-01-24,9387.0283203125,9425.82795143268,9327.93874089543,9327.93874089543
2000-01-25,9372.328125,9413.1677857702,9307.96806179913,9412.19806355249
2000-01-26,9581.916015625,9617.27620501591,9469.69680373079,9469.69680373079
2000-01-27,9628.9365234375,9733.21534439646,9618.25590812005,9684.40599684397
2000-01-28,9696.865234375,9753.67454151167,9627.87531960394,9627.87531960394
2000-01-31,9744.8447265625,9749.46482245224,9613.75548710888,9653.19573498437
2000-02-01,9856.3447265625,9901.75467584936,9800.58521507043,9829.63488735939
2000-02-09,10008.833984375,10137.1937473062,9932.02476629365,10137.1937473062
2000-02-10,10057.623046875,10098.252740327,9957.61374735774,10028.2931054464
2000-02-11,10128.623046875,10227.2827465305,10096.4933127581,10171.7527300845
2000-02-14,9971.404296875,10167.6631591192,9963.45413815713,10152.4132293147
2000-02-15,9957.6943359375,10014.2038410908,9853.8149319409,9993.58381894803
2000-02-16,10064.443359375,10099.922686318,10010.8234919213,10010.8234919213
2000-02-17,10202.1533203125,10267.4127860952,10109.8031586887,10109.8031586887
2000-02-18,10096.3330078125,10393.5415888775,10062.1837522973,10311.2216585704
2000-02-21,9912.625,10212.9439515194,9912.625,10165.1941679111
2000-02-22,9731.884765625,9917.08410606696,9596.6353899291,9853.11467478403
2000-02-23,9642.2158203125,9803.76488872481,9623.4161013065,9738.1460471639
2000-02-24,9599.1259765625,9781.26479115876,9581.95613329196,9725.25528194829
2000-02-25,9432.4482421875,9639.07720511134,9407.74815683697,9620.87709082368
2000-02-29,9435.8984375,9580.95736226278,9410.06847432501,9525.60799920676
2000-03-01,9689.0546875,9689.0546875,9572.19585429877,9572.19585429877
2000-03-02,9543.77734375,9781.22549344214,9538.07717410125,9781.22549344214
2000-03-03,9587.986328125,9650.69600164071,9547.35663153353,9557.61635013442
2000-03-06,9367.8681640625,9519.75713164605,9356.53813672522,9519.75713164605
2000-03-07,9380.0283203125,9440.27805058858,9286.34807563449,9340.44841937744
2000-03-08,9389.4482421875,9482.1372807817,9379.24809249287,9413.52821262027
2000-03-09,9587.2255859375,9587.2255859375,9453.65686224379,9453.65686224379
2000-03-10,9429.5576171875,9712.34639692057,9422.03811942371,9705.97630810067
2000-03-13,8811.91015625,9229.44829812614,8807.32033335498,9229.44829812614
2000-03-14,8835.5400390625,8871.78987479304,8598.03134972998,8694.83071576224
2000-03-15,8639.990234375,8905.77904173071,8634.45022098579,8794.25905071924
2000-03-16,8682.7197265625,8714.0193869163,8250.42191535166,8357.59134303088
2000-03-17,8763.2294921875,8799.04964102578,8610.54073669511,8700.95047986436
2000-03-20,8536.009765625,8536.009765625,8483.37036409822,8483.37036409822
2000-03-21,9004.439453125,9021.84855351327,8355.85158715928,8380.7518643624
2000-03-22,9069.34765625,9201.10778837199,8908.27906607975,9009.0285995971
2000-03-23,9533.8271484375,9567.84652636291,9198.40873828592,9198.40873828592
2000-03-24,9482.5966796875,9571.23690302963,9405.09703086378,9571.23690302963
2000-03-27,9807.525390625,9858.52515702835,9531.86649698854,9531.86649698854
2000-03-28,9856.5546875,9985.10488287431,9772.49550029259,9919.70479031439
2000-03-29,9805.6455078125,9914.09422973443,9794.43559823013,9844.36505699201
2000-03-30,9931.89453125,10071.2132233516,9846.59414420017,9846.59414420017
2000-03-31,9854.9052734375,10011.914323364,9798.56568650173,9903.51442686111
2000-04-05,10186.123046875,10238.0632375416,9923.69456703123,9923.69456703123
2000-04-06,9969.234375,10328.9329142575,9969.234375,10252.0328776809
2000-04-07,9920.984375,10128.2129084655,9908.8340405873,10069.472945845
2000-04-10,10127.43359375,10168.6726606868,9956.60430631129,9979.18427992449
2000-04-11,10068.0029296875,10194.8626906114,10059.3633214746,10108.9334031843
2000-04-12,9911.3447265625,10149.2743122402,9906.275413601,10101.3946464361
2000-04-13,9662.5556640625,9746.9459052556,9564.67622640578,9655.38577479616
2000-04-14,9374.568359375,9662.07683714232,9370.0879106946,9517.40756329494
2000-04-17,8993.638671875,9013.09854406546,8796.72941363265,8848.11980426599
2000-04-18,9306.98828125,9389.30724577268,9238.3079270663,9292.69830666242
2000-04-19,9104.3583984375,9477.62620805802,9104.3583984375,9434.97601414923
2000-04-20,9109.0078125,9175.7077003285,8943.84841762867,9084.81847088697
2000-04-21,9120.4384765625,9242.99748259064,9105.2676479743,9167.10818356153
2000-04-24,8808.0498046875,9128.90869771042,8807.66992360184,9128.90869771042
2000-04-25,8921.0791015625,8923.22850574288,8672.37028409066,8702.91994832278
2000-04-26,8535.919921875,9022.72720874206,8465.72005584591,8992.57793609943
2000-04-27,8541.91015625,8633.34918076679,8458.36074318921,8586.99002306915
2000-04-28,8824.3203125,8860.45979695988,8478.44199905975,8594.44147272911
2000-05-02,8638.7099609375,8838.73930727043,8632.53030207925,8836.78912099674
2000-05-03,8419.9599609375,8586.95916681358,8395.1905474724,8505.41951549297
2000-05-04,8425.33984375,8655.15906409867,8338.88029368724,8444.0301846169
2000-05-05,8698.490234375,8698.97948993546,8343.33171291608,8389.86177217619
2000-05-08,8616.1396484375,8742.64980273435,8538.46032191208,8669.4294398632
2000-05-09,8635.7998046875,8660.72937660392,8566.59993021362,8607.61048225961
2000-05-10,8559.830078125,8749.57919056339,8557.26954322704,8695.08921106818
2000-05-11,8349.8701171875,8440.73979863926,8281.63997561276,8427.29943340062
2000-05-12,8560.400390625,8603.8298749948,8454.68018197898,8472.78068325606
2000-05-15,8464.9794921875,8639.89956325907,8456.49027452871,8639.89956325907
2000-05-16,8727.7802734375,8733.41989600299,8496.40145208517,8534.14053676801
2000-05-17,9085.6982421875,9131.8181462185,8885.19916885207,8885.19916885207
2000-05-18,9087.16796875,9135.08766918604,9001.98867486712,9026.34793730194
2000-05-19,9119.7275390625,9146.54772806776,9030.52873103234,9030.63810552872
2000-05-22,8807.5302734375,8967.31958609724,8800.33011085696,8903.27983815966
2000-05-23,8670.9697265625,8820.6897383405,8634.69059720998,8811.39974217548
2000-05-24,8500.3701171875,8623.07950013033,8470.51967185374,8496.01955174235
2000-05-25,8438.0595703125,8643.61914179589,8418.4600539383,8609.75895090188
2000-05-26,8559.419921875,8578.28018521338,8386.330887797,8396.97048646483
2000-05-29,8588.2099609375,8701.56978400558,8571.30964910338,8597.54976114445
2000-05-30,8764.3798828125,8764.3798828125,8641.39021030169,8668.66059353258
2000-05-31,8939.478515625,8969.60923675588,8879.38894757466,8969.60923675588
2000-06-01,8842.58984375,8961.49946157973,8815.38977159886,8936.38922371586
2000-06-02,8883.4091796875,9026.81867380094,8880.93946452793,8979.73881304855
2000-06-05,8958.1689453125,8975.9491373421,8894.77958710777,8967.36909850143
2000-06-07,9115.427734375,9116.19823863801,8943.58868223872,8943.58868223872
2000-06-08,9067.837890625,9209.43782082837,9055.67779068712,9151.26719177283
2000-06-09,9036.619140625,9136.70853008686,9011.15929524526,9113.02895006431
2000-06-12,8955.3994140625,9083.80800564015,8935.42880240267,9073.78852027927
2000-06-13,8891.048828125,8984.08843798305,8879.47856900019,8905.40911344154
2000-06-14,8935.189453125,9014.2281528099,8911.33897666948,8978.60917568838
2000-06-15,8844.9296875,8968.94963390132,8826.650473371,8943.16947716496
2000-06-16,8832.1103515625,8893.54952616211,8791.63006632387,8858.57995812896
2000-06-19,8751.0595703125,8799.6394261682,8653.58052412466,8786.32991675122
2000-06-20,8690.6201171875,8860.98944945652,8688.16993316339,8860.98944945652
2000-06-21,8637.5595703125,8742.18994467758,8631.59963700203,8733.15971309935
2000-06-22,8771.7294921875,8771.7294921875,8616.81027745014,8623.36102879886
2000-06-23,8684.8896484375,8785.4897705885,8681.97950560384,8742.1696578028
2000-06-26,8529.51953125,8675.42900257532,8507.37998673941,8672.75909323334
2000-06-27,8424.1298828125,8587.35957574779,8411.96978435825,8587.35957574779
2000-06-28,8365.58984375,8476.84907687036,8248.91071469513,8429.00946208848
2000-06-29,8120.8525390625,8440.80076480797,8112.04252125708,8433.86134381087
2000-06-30,8265.0498046875,8290.58972002488,8049.98102234419,8159.37062913785
2000-07-03,8297.7294921875,8368.51918966823,8138.68094323876,8260.91033391361
2000-07-04,8052.50244140625,8333.5314027013,8024.51233771886,8329.73063919731
2000-07-05,8421.7001953125,8438.67960677524,7988.50205954223,8079.2413742365
2000-07-06,8289.349609375,8383.64993513732,8277.90044592654,8291.22948310737
2000-07-07,8173.04248046875,8370.52106421464,8169.73243710187,8318.4314600874
2000-07-10,8154.63232421875,8211.31175039322,8015.34292736238,8209.82249944705
2000-07-11,8158.59228515625,8262.60157146996,8115.9826182353,8153.77248314884
2000-07-12,8059.71240234375,8180.02189970716,8025.15250496805,8168.52195335312
2000-07-13,8267.6201171875,8303.96955052669,8101.34064902092,8101.34064902092
2000-07-14,8497.08984375,8530.45980369521,8309.63076613678,8309.63076613678
2000-07-17,8585.4794921875,8643.16965283237,8564.92978333519,8601.21965315702
2000-07-18,8368.740234375,8582.70893723429,8367.00977390415,8582.70893723429
2000-07-19,8411.83984375,8423.54974895015,8270.5309460461,8275.44107892462
2000-07-20,8219.490234375,8406.00885704909,8210.4902782159,8355.16926095068
2000-07-21,8167.33251953125,8300.64147616672,8058.10304189159,8273.00195496553
2000-07-24,8064.16259765625,8177.66206848611,8064.16259765625,8132.35222114108
2000-07-25,7900.35302734375,8119.59174363393,7900.35302734375,7984.75253324788
2000-07-26,7961.5029296875,8113.23220293067,7922.77312974229,7944.86287052976
2000-07-27,7956.24267578125,7959.92283439757,7723.40391803392,7932.82286314055
2000-07-28,8122.072265625,8147.75232253142,7861.00364991164,7861.00364991164
2000-07-31,8114.88232421875,8155.95244643376,8068.05246306461,8126.76215198995
2000-08-01,7984.6123046875,8192.69189129605,7979.20266219148,8171.54160026278
2000-08-02,7916.81298828125,8044.83240773256,7910.24270657888,7985.79264541383
2000-08-03,7844.89404296875,7912.36345877374,7736.1543094383,7888.28349155871
2000-08-04,7925.1630859375,8029.10254064989,7856.56330949796,7881.6833090617
2000-08-07,7715.955078125,7809.40435937276,7680.49479047416,7803.96444275243
2000-08-08,7797.744140625,7818.63418185258,7670.24472344189,7751.24435318175
2000-08-09,8048.1025390625,8048.1025390625,7866.07311599683,7866.07311599683
2000-08-10,8024.65234375,8105.59190593261,7988.35270913606,8087.06220759299
2000-08-11,7974.61279296875,8082.03221497401,7962.01275394601,8012.60285055933
2000-08-14,7848.833984375,7982.09313652952,7838.46391492705,7977.38319727465
2000-08-15,7845.65380859375,7913.7335731804,7821.70421186131,7883.80353524062
2000-08-16,8003.4921875,8023.13223195657,7870.54310501786,7870.54310501786
2000-08-17,8143.21240234375,8143.21240234375,8000.42302254761,8058.98281076762
2000-08-18,8176.7822265625,8276.20217957594,8175.31250675792,8192.26213585309
2000-08-21,8257.83984375,8305.62965109826,8216.3800838348,8232.87023825543
2000-08-22,8118.01220703125,8244.38173895254,8086.62270397069,8244.38173895254
2000-08-24,8098.80224609375,8222.04190834434,8090.14261832622,8161.96210913214
2000-08-25,8026.2822265625,8142.43207310471,8014.91265091496,8120.92191995885
2000-08-28,7845.833984375,7985.41341968783,7840.71389076732,7985.41341968783
2000-08-29,7817.45458984375,7828.33442304847,7621.09513360347,7769.89474810425
2000-08-30,7543.92529296875,7809.31421009765,7543.12549195672,7784.70445991005
2000-08-31,7616.94482421875,7661.69461767466,7440.77571545785,7458.30541970519
2000-09-01,7420.02587890625,7660.8646132541,7380.97576581836,7659.78454010436
2000-09-04,7802.984375,7814.45453744732,7694.67481117126,7758.50459771772
2000-09-05,7785.58447265625,7829.30399905882,7723.1047782366,7829.30399905882
2000-09-06,7610.74462890625,7758.41435693294,7601.19486833188,7724.97408171583
2000-09-07,7430.89599609375,7520.13533171579,7418.48589692614,7467.90559148673
